;new_id;contador;Web;Título;Autor;tipo_suscripcion;Cabecera;Fecha;rating_medio;total_lecturas
292;new_95_070720;1;El Confidencial;Iturgaiz intenta agitar la campaña y carga contra el PNV y su asfixia: Te invitan a irte;José Mari Alonso. Bilbao;new;0;2020-07-02;2.989890805262955;32408.0
295;new_96_070720;1;El Confidencial;El efecto vigilantes de la playa que explica el incremento del paro en junio;Víctor Romero. Valencia;new;0;2020-07-02;2.98975496005199;32646.0
297;new_97_070720;1;El Confidencial;Las aglomeraciones festivas no cambian el paso al Gobierno vasco: son casos puntuales;Jose Mari Alonso. Vitoria;new;0;2020-07-02;3.0013081451271595;32573.0
300;new_98_070720;1;El Confidencial;La Generalitat concede el tercer grado a Junqueras y al resto de líderes del 'procés';Marcos Lamelas. Barcelona;new;0;2020-07-02;3.0054004011726585;32510.0
303;new_99_070720;1;El Confidencial;Auge y caída del juez que forjó el discurso de Vox contra las 'feminazis';Isabel Morillo. Sevilla;new;0;2020-07-02;3.0006938287784757;32433.0
306;new_100_070720;1;El Confidencial;El PSOE da marcha atrás y vota no a derogar la reforma laboral como medida poscovid;Europa Press;new;0;2020-07-01;2.997697444163021;32460.0
309;new_101_070720;1;El Confidencial;Francia rechaza entregar a Josu Ternera por los delitos de lesa humanidad;Beatriz Parera;new;0;2020-07-01;3.0049226982539805;32481.0
312;new_102_070720;1;El Confidencial;El brote vinculado al vuelo boliviano causa el primer muerto en Murcia en 23 días;EFE;new;0;2020-07-01;3.0186153846153845;32614.0
315;new_103_070720;1;El Confidencial;El exdirector de Pemex acepta la extradición;Europa Press;new;1;2020-06-30;2.983882783882784;32461.0
318;new_104_070720;1;El Confidencial;Las comunidades gastaron hasta abril 2.238 millones por el covid-19;D. O.;new;0;2020-06-30;3.0119491297498753;32384.0
327;new_105_070720;1;El Confidencial;Sanidad suma 9 muertes y los contagios en dos semanas rozan los 4.000;Javier Corbacho;new;0;2020-06-30;3.000923076923077;32512.0
336;new_106_070720;1;El Confidencial;Prisiones nombra como número dos a Miguel Ángel Vicente tras el cese de Nistal;EFE;new;0;2020-06-30;3.0179243110462886;32699.0
345;new_107_070720;1;El Confidencial;La Fiscalía investiga la denuncia de Ábalos contra Seguí por los tuits con ataúdes ;Beatriz Parera;new;0;2020-06-30;2.9965593699824145;32583.0
354;new_108_070720;1;El Confidencial;La Fiscalía pide rechazar las querellas contra Marlaska por el cese de De los Cobos;EFE;new;0;2020-06-30;2.9896377034080444;32549.0
363;new_109_070720;1;El Confidencial;Libertad con cargos para 4 miembros de los CDR investigados por presunto terrorismo;Europa Press;new;0;2020-06-30;3.004827401248994;32561.0
372;new_110_070720;1;El Confidencial;La llegada de 19 migrantes más a Lanzarote supera el balance de todo 2019 en Canarias;EFE;new;0;2020-06-30;3.0014610888957245;32584.0
381;new_111_070720;1;El Confidencial;No te pueden sacar de un cine o un hotel si tienes fiebre: un agujero legal te ampara;David Brunat ;new;0;2020-06-30;3.013441376396943;32505.0
390;new_112_070720;1;El Confidencial;Rosa Díez denuncia al Gobierno y a Fernando Simón por retrasar el uso de mascarillas;Europa Press;new;0;2020-06-30;3.0021149778888674;32586.0
399;new_113_070720;1;El Confidencial;Correos frena la propaganda electoral de Vox y el partido les acusa de secuestro;C.M.;new;0;2020-06-30;2.9908487141864235;32535.0
408;new_114_070720;1;El Confidencial;El Gobierno no esperará a las catalanas para atraer a ERC para los Presupuestos;Juanma Romero;new;0;2020-06-30;3.0117642565219054;32750.0
417;new_115_070720;1;El Confidencial;Alerta por altas temperaturas en gran parte del país: rachas de calor y noches tropicales;El Confidencial;new;0;2020-06-30;2.983877778204292;32548.0
426;new_116_070720;1;El Confidencial;La mortalidad por el covid en mayores de 74 años creció al 22 % con Cataluña a la cabeza;EFE;new;0;2020-06-30;3.0164963447774333;32526.0
435;new_117_070720;1;El Confidencial;El TSJCV anula la condena al exmarido de Oltra y pide examinar los datos exculpatorios;EFE;new;0;2020-06-30;2.9922702326659967;32355.0
444;new_118_070720;1;El Confidencial;Desarticulan grupo criminal dedicado a los robos violentos en casas habitadas;El Confidencial;new;0;2020-06-30;3.0057810151462596;32497.0
453;new_119_070720;1;El Confidencial;Los celadores piden ser considerados personal de riesgo en las crisis sanitarias;EFE;new;0;2020-06-30;2.995453669813138;32499.0
456;new_120_070720;1;El Confidencial;Confirmados 54 casos importados antes de abrir las fronteras;EFE;new;1;2020-06-30;3.0101518938665643;32474.0
462;new_121_070720;1;El Confidencial;El exdirector de la petrolera mexicana Pemex acepta la extradición desde España;Europa Press;new;0;2020-06-30;2.974460708782743;32454.0
468;new_137_070720;1;El Confidencial;Vox da a la izquierda la comisión para recuperar Madrid;A. P. G.;new;1;2020-07-01;3.0046504477497216;32478.0
470;new_138_070720;1;El Confidencial; La JEC da la razón a Vox: ordena a Correos distribuir de inmediato su propaganda;Europa Press;new;0;2020-07-01;2.9977776926319017;32592.0
472;new_139_070720;1;El Confidencial;El Supremo rechaza las recusaciones en cadena de Torra para ver su inhabilitación;Beatriz Parera;new;0;2020-07-01;3.0015308075009566;32512.0
474;new_140_070720;1;El Confidencial;El Congreso ultima un acuerdo para crear un cuerpo de sanitarios en la reserva ;Fernando Garea;new;0;2020-07-01;2.9877283988851038;32486.0
476;new_141_070720;1;El Confidencial;Casado 'centra' su imagen y multiplica su presencia en la campaña de Feijóo  ;Alberto Pérez Giménez;new;0;2020-07-01;3.0076180216228696;32410.0
478;new_142_070720;1;El Confidencial;El hundimiento de la oceanografía: ni para pagar el tóner, pero con 90 M en caja;Javier Bocanegra;new;0;2020-07-01;3.0035505669453673;32694.0
480;new_143_070720;1;El Confidencial;Montero arropa a la candidata en Euskadi en su afán del tripartito con Bildu: Es posible;José Mari Alonso. San Sebastián;new;0;2020-07-01;3.0010343638662222;32561.0
482;new_144_070720;1;El Confidencial; ¿Por qué la arcoíris no puede ondear en Cádiz y sí en Alcalá? Lío en los tribunales;Pablo Gabilondo;new;0;2020-07-01;3.0028325314294584;32266.0
484;new_145_070720;1;El Confidencial;Guerra entre comisarios por la embajada en EEUU... y por el sueldo de 13.000 € al mes;Roberto R. Ballesteros;new;0;2020-07-01;2.999923112409657;32399.0
486;new_146_070720;1;El Confidencial;Anulada la primera multa por saltarse el confinamiento para cuidar a su abuela;A. P. G.;new;0;2020-07-01;2.985554826001313;32428.0
488;new_147_070720;1;El Confidencial;35 detenidos en una operación contra los narcos vinculados al clan de Los Pantojas;EFE;new;0;2020-07-01;2.9909115415719953;32482.0
490;new_148_070720;1;El Confidencial;El Rey, Sánchez y sus homólogos lusos simbolizan la reapertura de las fronteras;EFE;new;0;2020-07-01;3.003121387283237;32484.0
492;new_149_070720;1;El Confidencial;Encuentran el cuerpo sin vida de un vecino de Quintanar desaparecido hace dos días;Europa Press;new;0;2020-07-01;2.995046653611335;32481.0
494;new_150_070720;1;El Confidencial;España pidió en febrero que Europa rebajase la alarma: El virus no tendrá alto impacto;Jesús Escudero;new;0;2020-07-01;3.0024182404421924;32468.0
496;new_151_070720;1;El Confidencial;PP+Cs denuncia insultos y amenazas de radicales abertzales en Zaldibar (Vizcaya);Europa Press;new;0;2020-07-01;3.008260937015203;32331.0
498;new_152_070720;1;El Confidencial;Santa Cruz, Málaga... El transfuguismo pone a prueba las relaciones PP-Cs;Paloma Esteban;new;0;2020-07-01;2.994930486212459;32533.0
500;new_153_070720;1;El Confidencial;Torra agita la bandera independentista frente al covid y reclama 5.000M de la UE;EFE;new;0;2020-07-01;2.9898931450835167;32439.0
502;new_154_070720;1;El Confidencial;Los españoles, los más descontentos con la gestión del coronavirus de su gobierno;Nacho Alarcón. Bruselas;new;1;2020-06-19;3.0137708197099666;32483.0
513;new_155_070720;1;El Confidencial;Previsión meteorológica: el verano llega este sábado con temperaturas de hasta 40 grados ;EC/Agencias;new;0;2020-06-19;3.00763564845166;32563.0
524;new_156_070720;1;El Confidencial;Celaá: “Tengo esperanza en un remedio antes del final del próximo curso”;Héctor G. Barnés;new;0;2020-06-19;2.985738996732654;32489.0
535;new_157_070720;1;El Confidencial;Detenido por atropellar a un motorista y dejarlo herido en la carretera;Europa Press;new;0;2020-06-19;2.9891794754148506;32527.0
546;new_158_070720;1;El Confidencial;Fiscales reclaman un criterio técnico en las querellas al Gobierno al margen de Delgado;Beatriz Parera;new;0;2020-06-19;3.0059747223286095;32572.0
557;new_159_070720;1;El Confidencial;Los MIR se hartan y convocan una huelga por el abandono de la sanidad madrileña;P. Bruni;new;0;2020-06-19;3.0128990027338185;32502.0
568;new_160_070720;1;El Confidencial;Bodas con 300 personas y entierros con 60: Andalucía estrena 'normalidad';Isabel Morillo. Sevilla;new;0;2020-06-19;3.0028057498654777;32561.0
579;new_161_070720;1;El Confidencial;Un sargento positivo y más de 30 aislados en el acuartelamiento de San Fernando (Cádiz);Europa Press;new;0;2020-06-19;3.0117537890504176;32382.0
590;new_162_070720;1;El Confidencial;Un mitin de Vox en Bilbao termina con enfrentamientos y cargas policiales;EFE;new;0;2020-06-19;3.0017234775947914;32621.0
601;new_163_070720;1;El Confidencial;Los disparos a fotos del Gobierno, grabadas en una armería deportiva de Málaga;EFE;new;0;2020-06-19;3.005899931039767;32615.0
612;new_164_070720;1;El Confidencial;Euskadi, Cantabria y Cataluña estrenan hoy su nueva normalidad;EFE;new;0;2020-06-19;3.0077006006468503;32486.0
623;new_165_070720;1;El Confidencial;El perdón de Dina no 'salva' a Iglesias: solo le vale si estuviera imputado;Beatriz Parera;new;0;2020-06-19;2.999845827712469;32446.0
634;new_166_070720;1;El Confidencial;¿PCR a los turistas extranjeros? Illa asegura que solo a los sospechosos;P. B.;new;0;2020-06-19;2.9956416091333358;32469.0
645;new_167_070720;1;El Confidencial;Sanidad admite que tiene un millar de muertos pendientes de añadir a la serie;Darío Ojeda;new;0;2020-06-19;2.9908409336837223;32417.0
656;new_168_070720;1;El Confidencial;Almeida: si Madrid no hubiera adoptado medidas en residencias hubiera sido peor;Europa Press;new;0;2020-06-19;2.9851519337016574;32575.0
667;new_169_070720;1;El Confidencial;Sanidad estudia grados de confinamiento ante eventuales rebrotes en varias CCAA;Juanma Romero;new;0;2020-06-19;3.003006012024048;32375.0
678;new_170_070720;1;El Confidencial;Registros en Lugo y Ourense en una operación contra el tráfico de armas;El Confidencial;new;0;2020-06-19;3.0155023923444975;32590.0
689;new_188_070720;1;El Confidencial;Antifraude investigará los vuelos valencianos de China;Víctor Romero. Valencia;new;1;2020-05-20;2.9882824545174222;32393.0
695;new_189_070720;1;El Confidencial;Detenido un joven por intentar tirar por el balcón a su compañera de piso en Madrid;Europa Press;new;0;2020-05-20;2.9991572818509153;32607.0
701;new_190_070720;1;El Confidencial;Gran afluencia de personas en la reapertura de las playas de Barcelona;EFE;new;0;2020-05-20;3.004681504221028;32483.0
707;new_191_070720;1;El Confidencial;Sant Cugat reclama a JxCAT el dinero que robó CDC y el Parlament le saca los colores;Antonio Fernández. Barcelona;new;0;2020-05-20;2.9980255516840884;32431.0
713;new_192_070720;1;El Confidencial;Un millar de personas protesta en Valencia contra la gestión del Gobierno;Agencias;new;0;2020-05-19;3.0150480379673574;32415.0
719;new_193_070720;1;El Confidencial;Abascal se enzarza con Iglesias: Si prefieres hacer de matón, no mandes sicarios, ven tú;J. Bocanegra;new;0;2020-05-19;3.0019593530293136;32534.0
725;new_194_070720;1;El Confidencial;Sanidad compra 3 millones de monos a la empresa que le suministró mascarillas falsas ;Europa Press;new;0;2020-05-19;2.994610617084344;32513.0
731;new_195_070720;1;El Confidencial;Detenido un joven tras intentar arrollar a los agentes que le dieron el alto en Pontevedra;Europa Press;new;0;2020-05-20;3.0036433365292425;32486.0
737;new_196_070720;1;El Confidencial;Ni ozono ni vaporetas: estos son los únicos desinfectantes autorizados contra el coronavirus;J. R. S.;new;0;2020-05-20;3.0040720679190196;32554.0
743;new_197_070720;1;El Confidencial;Nuevo escrache frente a la vivienda del ministro Ábalos: Asesino;El Confidencial;new;0;2020-05-19;3.002995276679083;32589.0
749;new_198_070720;1;El Confidencial;Sánchez intenta sin éxito hacer compatible a Cs con ERC y PNV;Fernando Garea;new;0;2020-05-19;2.989970253985203;32653.0
755;new_199_070720;1;El Confidencial;Podemos ve circunstancial el apoyo de Cs y pide afianzar pactos con ERC;Europa Press;new;0;2020-05-19;3.0012698657020818;32571.0
761;new_200_070720;1;El Confidencial;Muere por covid-19 Alberto Tejedor, nefrólogo del Hospital Gregorio Marañón;Europa Press;new;0;2020-05-19;2.995714451179491;32557.0
767;new_201_070720;1;El Mundo;Gobierno. Sánchez se ausenta del primer funeral por las víctimas de la Covid-19;RAÚL PIÑA;new;0;2020-07-06;2.988198662258784;32472.0
769;new_202_070720;1;El Mundo;Opinión. Un Rey joven;ANTONIO GARRIGUES WALKER;new;0;2020-07-07;2.9906890846831597;32511.0
771;new_203_070720;1;El Mundo;Seguridad. El Gobierno navarro resta peso a la Policía Nacional y a la Guardia Civil;FERNANDO LÁZARO;new;0;2020-07-07;2.9877385772122613;32414.0
773;new_204_070720;1;El Mundo;"Política. Almeida secunda a Feijóo: ""A España le iría mejor con más pactos PSOE-PP""";PABLO R. ROCES;new;0;2020-07-07;3.0048400107555793;32518.0
775;new_205_070720;1;El Mundo;Coronavirus. El Gobierno y el PP pactan agilizar el sistema de información sanitaria;JUANMA LAMET;new;0;2020-07-07;2.992171910974674;32530.0
777;new_207_070720;1;El Mundo;Galicia. El miedo a quedarse en paro deja en segundo plano el 'reconfinamiento' en La Mariña;RICARDO F. COLMENERO;new;0;2020-07-06;3.022678598745602;32623.0
779;new_208_070720;1;El Mundo;Elecciones. Galicia más allá de Feijóo;RAFA LATORRE;new;0;2020-07-06;2.992611121801039;32586.0
781;new_210_070720;1;El Mundo;Juicio. La familia Franco alude a Fraga para sostener que el Pazo Meirás no es público;NATALIA PUGA;new;0;2020-07-06;2.9976078401111197;32424.0
783;new_211_070720;1;El Mundo;Aragón. Condena unánime por la violación de una joven discapacitada en un parque de Zaragoza;JAVIER ORTEGA;new;0;2020-07-06;2.9823832602507885;32564.0
785;new_212_070720;1;El Mundo;Efecto positivo. Títeres y teatro para acabar con la España vaciada;-;new;0;;2.9999616814193204;32508.0
788;new_213_070720;1;El Mundo;Conduce como piensas. Por qué un millennial dice 'no' al trabajo con el que soñaron sus padres;-;new;0;;3.0022332601748105;32575.0
813;new_214_070720;1;El Mundo;"Harán Historia. Seguimos los entrenamientos de los deportistas que se preparan para la ""remontada""";-;new;0;;2.9933257055682687;32579.0
821;new_218_070720;1;El Mundo;"Justicia. La Fiscalía pide al Supremo tumbar la semilibertad de los presos del 1-O por ser un ""tercer grado encubierto""";ÁNGELA MARTIALAY;new;0;2020-07-07;3.0088488765774084;32481.0
824;new_219_070720;1;El Mundo;Política. Una consultora chavista ideó la campaña de Podemos y la 'cloaca';RAÚL PIÑA;new;0;2020-07-06;3.0100653092585477;32417.0
827;new_221_070720;1;El Mundo;España. Misa por las víctimas del coronavirus desde la catedral de La Almudena, en directo;-;new;0;2020-07-06;2.9895364493171765;32519.0
830;new_222_070720;1;El Mundo;España. Pedro Sánchez se reúne con el primer ministro de Portugal, Antonio Costa, en directo;-;new;0;2020-07-06;2.9916576964477932;32418.0
832;new_223_070720;1;El Mundo;"Tribunales. El Rey, sobre el Constitucional: ""Se ha constituido en garante por antonomasia de nuestra Democracia""";ÁNGELA MARTIALAY;new;0;2020-07-06;3.0066108079022213;32491.0
834;new_224_070720;1;El Mundo;Galicia. El número de casos activos de Covid-19 en el rebrote de A Mariña sube de 99 a 119;EFE;new;0;2020-07-06;2.9907730004977218;32524.0
836;new_225_070720;1;El Mundo;Directo Coronavirus. Presentación de los resultados del estudio sobre seroprevalencia;-;new;0;2020-07-06;3.0083694859292818;32539.0
838;new_226_070720;1;El Mundo;Buscador: estas son las notas de corte de la EvAU 2020;MARTA LEY;new;0;2020-06-23;2.9996558975339322;32570.0
840;new_227_070720;1;El Mundo;Análisis. Elecciones y voto institucionalizado;ANTONIO ASENCIO;new;0;2020-07-06;3.01143471087065;32534.0
842;new_228_070720;1;El Mundo;Coronavirus. Galicia confina durante cinco días a los 71.000 habitantes de la comarca lucense de A Mariña por el brote de Covid-19;NATALIA PUGA;new;0;2020-07-05;2.992457767345211;32344.0
844;new_229_070720;1;El Mundo;Podemos. Pablo Iglesias reacciona furibundo a las noticias del 'caso Dina' y dice que llamará a periodistas a declarar al Congreso;NATALIA PUGA;new;0;2020-07-05;3.005543365284675;32436.0
846;new_230_070720;1;El Mundo;Educación. Ocho autonomías organizan la vuelta al colegio sin atender al 'plan Celaá';OLGA R. SANMARTÍN;new;0;2020-07-05;3.000920739660861;32528.0
848;new_231_070720;1;El Mundo;Sucesos. Muere un hombre de 59 años tras ser embestido y recibir el pisotón de un toro en León;AGENCIAS;new;0;2020-07-05;3.0118008841053237;32494.0
850;new_232_070720;1;El Mundo;España. Pedro Sánchez participa en un acto con Idoia Mendia en Bilbao, en directo;-;new;0;2020-07-05;2.9940801107096178;32529.0
